N4282 122024.3 +053422 14.30 8  1.02  0.64   0  39809 MCG  1-32- 13        
N4283 122021.0 +291840 13.00 8   1.5   1.5   0  39800 UGC  7390            
N4284 122012.6 +580535 14.30 8   2.5   1.2   0  39775 UGC  7393            
N4285 122039.8 -113829 14.   8                                             
N4286 122042.1 +292045 14.10 8   1.6   1.0   0  39846 UGC  7398            
N4287 122048.5 +053823 15.2  8                                             
N4288 122038.8 +461736 13.26 8   2.1   1.6 130  39840 UGC  7399            
N4289 122102.2 +034316 14.55 8   3.9   0.4   1  39886 UGC  7403            
N4290 122047.5 +580533 12.90 8  2.02  1.26   0  39859 UGC  7402            
N4291 122018.2 +752221 12.43 8   1.9   1.6 110  39791 UGC  7397            
N4292 122116.4 +043547 13.09 8   1.7   1.1   7  39922 UGC  7404            
N4293 122113.0 +182258 11.26 8   5.6   2.6  72  39907 UGC  7405            
N4294 122117.4 +113040 12.53 8   3.2   1.2 155  39925 UGC  7407            
N4295 122109.7 +280954 14.60 8  0.3   0.25   0  39906 MCG  5-29- 68        
N4296 122128.4 +063913 13.66 8   1.3   0.9   0  39943 UGC  7409            
N4297 122127.4 +064015 16.   8                                             
N4298 122132.7 +143625 12.04 8   3.2   1.8 140  39950 UGC  7412            
N4299 122140.6 +113015 12.88 8   1.7   1.6  26  39968 UGC  7414            
N4300 122141.5 +052305 13.85 8   1.5   0.6   0  39972 UGC  7413            
N4301 122227.2 +043359 13.40 8   1.5   1.3   0  39951 UGC  7411            
N4302 122142.5 +143605 12.50 8   5.5   1.0 178  39974 UGC  7418            
N4303 122154.7 +042820 10.18 8   6.5   5.8   0  40001 UGC  7420       M  61
N4303A122226.7 +043358 13.40 8   1.5   1.3   0  40087 UGC  7439            
N4304 121955.2 -345600  0.00 8               0  40055 ESO  380- 20         
N4305 122203.8 +124425 13.28 8   2.2   1.2  32  40030 UGC  7432            
N4306 122204.1 +124714 13.64 8   1.6   1.3   0  40032 UGC  7433            
N4307 122205.2 +090239 12.78 8   3.6   0.8  24  40033 UGC  7431            
N4308 122156.9 +300427 14.42 8   0.8   0.7   0  40011 UGC  7426            
N4309 122212.4 +070839 13.67 8   1.9   1.1   0  40051 UGC  7435            
N4310 122226.3 +291231 13.22 8   2.2   1.2   0  40086 UGC  7440            
N4311 122226.4 +291228 13.5  8                                             
N4312 122231.5 +153220 12.53 8   4.6   1.1 170  40095 UGC  7442            
N4313 122238.1 +114813 12.54 8   4.0   1.0 143  40105 UGC  7445            
N4314 122232.2 +295347 11.43 8   4.2   3.7   0  40097 UGC  7443            
N4315 122239.5 +091710  0.00 0               0                 
N4316 122242.8 +091956 13.62 8   2.5   0.5 113  40119 UGC  7447            
N4317 122242.0 +310216  0.00 0               0                 
N4318 122243.5 +081155 14.20 8   0.7   0.5  65  40122 UGC  7446            
N4319 122143.9 +751921 12.80 8   3.0   2.3   0  39981 UGC  7429            
N4320 122257.8 +103255 15.30 8  0.70  0.53   0  40160 UGC  7452            
N4321 122255.2 +154923 10.05 8   7.4   6.3  30  40153 UGC  7450       M 100
N4322 122301.7 +155421 14.81 8   1.1   0.8   0  40171 MCG  3-32- 16        
N4323 122301.6 +155420 15.7  8                                             
N4324 122305.7 +051459 12.51 8   2.8   1.2  53  40179 UGC  7451            
N4325 122306.8 +103711 14.30 8   1.0   0.6   0  40183 MCG  2-32- 19        
N4326 122311.6 +060419 14.19 8   1.5   1.1   0  40192 UGC  7454            
N4327 122307.5 +154411  0.00 0               0                 
N4328 122320.0 +154911 14.04 8   1.3   1.2   0  40209 MCG  3-32- 19        
N4329 122320.7 -123331 14.50 8   2.4   1.4   0  40212 MCG -2-32-  9        
N4330 122316.5 +112206 13.09 8   4.5   0.9  59  40201 UGC  7456            
N4331 122235.9 +761021 14.64 8   2.2   0.4   0  40085 UGC  7449            
N4332 122246.7 +655038 13.30 8  1.04  0.70   0  40133 UGC  7453            
N4333 122322.2 +060226 14.48 8   0.9   0.7   0  40217 MCG  1-32- 34        
N4334 122323.9 +072823 13.86 8   2.3   1.1   0  40218 UGC  7458            
N4335 122301.9 +582641 13.40 8   1.9   1.5   0  40169 UGC  7455            
N4336 122329.8 +192537 13.48 8   2.0   0.9   0  40231 UGC  7462            
N4337 122405.0 -580718  9.44 3                                             
N4338 122226.3 +291231 13.22 8   2.2   1.2   0  40205 UGC  7459            
N4339 122334.4 +060455 12.26 8   2.4   2.3   0  40240 UGC  7461            
N4340 122335.5 +164329 12.10 8   3.5   2.8 102  40245 UGC  7467            
N4341 122353.6 +070624 13.26 8                                             
N4342 122339.1 +070312 13.0  8                                             
N4343 122338.0 +065721 13.12 8   2.5   0.7 133  40251 UGC  7465            
N4344 122337.5 +173227 13.34 8   1.7   1.6   0  40249 UGC  7468            
N4345 122143.9 +751921 12.80 0   3.0   2.3   0                 
N4346 122328.0 +465939 12.14 8   3.3   1.3  99  40228 UGC  7463            
N4347 121452.3 -031428  0.00 0               0                 
N4348 122354.0 -032641 13.30 8   3.2   0.7  38  40284 MCG  0-32-  3        
N4349 122430.0 -615359  8.01 3                                             
N4350 122358.2 +164134 11.94 8   3.0   1.4  28  40295 UGC  7473            
N4351 122401.8 +121224 13.03 8   2.0   1.3  80  40306 UGC  7476            
N4352 122404.7 +111308 13.49 8   2.1   1.0 102  40313 UGC  7475            
N4353 122400.3 +074707 14.35 8   1.1   0.7   0  40303 MCG  1-32- 43        
N4354 122401.5 +121216 13.5  8                                             
N4355 122654.7 -005241 14.2  8                                             
N4356 122414.5 +083209 14.02 8  3.14  0.39   0  40342 UGC  7482            
N4357 122051.1 +491822  0.00 8               0  40296 UGC  7478            
N4358 122357.5 +582249 14.7  8                                             
N4359 122411.1 +313118 13.40 8   3.5   0.8   0  40330 UGC  7483            
N4360 122421.7 +091741 13.30 8   1.4   1.2 145  40363 UGC  7484            
N4361 122430.7 -184706 12.8  6                                             
N4362 122411.2 +582138 14.60 8  1.11  0.42   0  40350 MCG 10-18- 39        
N4363 122328.4 +745708 14.30 8   1.4   1.4   0  40233 CGCG 352- 32         
N4364 122411.2 +582138 14.60 8  1.11  0.42   0  40309 UGC  7479            
N4365 122427.9 +071906 10.52 8   6.9   5.0  40  40375 UGC  7488            
N4366 122447.0 +072111 15.2  8                                             
N4367 122435.1 +121056  0.00 0               0                 
N4368 122306.7 +103716 14.20 0  1.25  0.80   0                 
N4369 122435.9 +392257 12.33 8   2.1   2.0   0  40396 UGC  7489            
N4370 122454.8 +072638 13.48 8   1.4   0.7  83  40439 UGC  7492            
N4371 122455.2 +114216 11.79 8   4.0   2.2  95  40442 UGC  7493            
N4372 122545.4 -723932 10.86 4                                             
N4373 122517.8 -394535 11.90 8   3.4   2.5   0  40498 ESO  322-  6         
N4373A122537.6 -391912 12.60 8   2.6   0.8 149  40549 ESO  322-  8         
N4373B122643.8 -390806       8   1.1   0.9   0  40735 ESO  322- 10         
N4374 122503.7 +125315 10.09 8   6.5   5.6 135  40455 UGC  7494       M  84 Markarian Chain
N4375 122500.5 +283331 13.68 8   1.4   1.2   0  40449 UGC  7496            
N4376 122518.2 +054429 13.88 8   1.4   0.9 157  40494 UGC  7498            
N4377 122512.5 +144551 12.76 8   1.7   1.4 177  40477 UGC  7501            
N4378 122517.5 +045536 12.63 8   2.9   2.7 167  40490 UGC  7497            
N4379 122514.8 +153627 12.63 8   1.9   1.6 105  40484 UGC  7502            
N4380 122522.2 +100057 12.66 8   3.5   1.9 153  40507 UGC  7503            
N4381 122358.8 +484646 13.20 0   3.6   1.3   0                 
N4382 122524.7 +181127 10.00 8   7.1   5.5   0  40515 UGC  7508       M  85
N4383 122525.6 +162812 12.67 8   1.9   1.0  28  40516 UGC  7507            
N4384 122512.0 +543017 13.50 8   1.3   1.0  90  40475 UGC  7506            
N4385 122542.6 +003424 13.20 8   2.2   1.4  82  40564 UGC  7515            
N4386 122429.2 +753149 12.67 8   2.5   1.3 135  40378 UGC  7491            
N4387 122541.8 +124842 13.01 8   1.8   1.1 140  40562 UGC  7517            
N4388 122547.0 +123942 11.76 8   5.6   1.3  92  40581 UGC  7520            
N4389 122535.1 +454110 12.53 8   2.6   1.3 105  40537 UGC  7514            
N4390 122550.7 +102733 13.30 8   1.7   1.3  95  40597 UGC  7519            
N4391 122518.8 +645600 13.50 8  1.08  1.05   0  40500 UGC  7511            
N4392 122518.6 +455049 14.6  8                                             
N4393 122551.2 +273342 12.70 8   3.2   3.0   0  40600 UGC  7521            
N4394 122556.1 +181254 11.73 8   3.6   3.2   0  40614 UGC  7523            
N4395 122549.9 +333246 10.64 8  13.2  11.0 147  40596 UGC  7524            
N4396 122559.3 +154019 13.06 8   3.3   1.0 125  40622 UGC  7526            
N4397 122558.1 +181804  0.00 0               0                             
N4398 122607.5 +104111  0.00 0               0                 
N4399 122543.0 +333058  0.00 8               0                             
N4400 122555.9 +333053  0.00 8               0                             
N4401 122557.6 +333142  0.00 8               0                             
N4402 122607.9 +130646 12.55 8   3.9   1.1  90  40644 UGC  7528            
N4403 122612.8 -074106 13.04 8   1.9   0.6   0  40656 MCG -1-32-  8        
N4404 122616.2 -074051 13.13 8   1.2   0.9   0  40666 MCG -1-32-  9        
N4405 122607.1 +161051 13.03 8   1.8   1.1   0  40643 UGC  7529            
N4406 122611.8 +125649  9.83 8   8.9   5.8 130  40653 UGC  7532       M  86 Markarian Chain    
N4407 122632.2 +123640 12.25 0   2.3   1.5   0                             
N4408 122617.2 +275216 14.81 8  0.30  0.30   0  40668 CGCG 158-107         
N4409 122658.5 +022935 12.7  8                                             
N4410 122628.2 +090110 13.80 8   1.3   0.8   0  40694                      
N4410B122629.6 +090112       8   0.5   0.5   0  40697                      
N4411A122628.7 +085225 13.41 8   2.0   1.9   0  40695 UGC  7537            
N4411B122647.3 +085302 12.91 8   2.5   2.5   0  40745 UGC  7546            
N4412 122635.9 +035757 13.16 8   1.4   1.3   0  40715 UGC  7536            
N4413 122631.8 +123635 12.25 8   2.3   1.5  60  40705 UGC  7538            
N4414 122627.5 +311329 10.96 8   3.6   2.0 155  40692 UGC  7539            
N4415 122641.0 +082611 13.10 8   1.3   1.2   0  40727 UGC  7540            
N4416 122646.8 +075508 13.14 8   1.7   1.5   0  40743 UGC  7541            
N4417 122650.5 +093502 12.00 8   3.4   1.3  49  40756 UGC  7542            
N4418 122654.6 -005239 13.70 8  1.59  0.72   0  40762 UGC  7545            
N4419 122656.9 +150252 12.08 8   3.3   1.1 133  40772 UGC  7551            
N4420 122658.1 +022939 12.92 8   2.0   1.0   8  40775 UGC  7549            
N4421 122702.5 +152743 12.47 8   2.7   2.0  20  40785 UGC  7554            
N4422 122712.1 -054952 14.97 8   1.2   1.2   0  40813 MCG -1-32- 10        
N4423 122709.2 +055247 14.01 8   2.3   0.4  18  40801 UGC  7556            
N4424 122711.5 +092515 12.34 8   3.6   1.8  95  40809 UGC  7561            
N4425 122713.4 +124409 12.73 8   3.0   1.0  27  40816 UGC  7562            
N4426 122710.5 +275018  0.00 0               0                 
N4427 122710.5 +275018  0.00 8               0                             
N4428 122728.3 -081004 13.07 8   1.9   0.8   0  40860 MCG -1-32- 12        
N4429 122726.4 +110629 11.02 8   5.6   2.6  99  40850 UGC  7568            
N4430 122726.5 +061547 12.79 8   2.3   2.0  80  40851 UGC  7566            
N4431 122726.7 +121728 13.74 8   1.7   1.1 177  40852 UGC  7569            
N4432 122733.0 +061400 14.82 8   0.9   0.7   0  40875 UGC  7570            
N4433 122738.5 -081647 13.27 8   2.2   1.0   5  40894 MCG -1-32- 13        
N4434 122736.9 +080918 13.03 8   1.4   1.4   0  40886 UGC  7571            
N4435 122740.6 +130448 11.74 8   2.8   2.0  13  40898 UGC  7575             Markarian Chain     
N4436 122741.7 +121900 13.91 8   1.5   0.7 118  40903 UGC  7573            
N4437 123245.9 +000650 12.4  8                                             
N4438 122745.5 +130036 11.02 8   8.5   3.2  27  40914 UGC  7574             Markarian Chain       
N4439 122824.0 -600600  8.73 3                                             
N4440 122753.3 +121735 12.70 8   1.9   1.5   0  40927 UGC  7581            
N4441 122721.0 +644801 13.37 8   3.2   2.5   0  40836 UGC  7572            
N4442 122803.7 +094818 11.38 8   4.6   1.8  87  40950 UGC  7583            
N4443 122903.0 +131102 12.09 0   3.5   1.4   0                 
N4444 122836.4 -431542 12.99 8   2.5   2.3   0  41043 ESO  268- 10         
N4445 122815.5 +092613 13.67 8   2.6   0.5 106  40987 UGC  7587            
N4446 122806.8 +135443 14.56 8   1.1   0.9  90  40962 UGC  7586            
N4447 122812.5 +135357 14.90 8   0.9   0.7   0  40979 MCG  2-32- 73        
N4448 122815.6 +283715 12.00 8   3.9   1.4  94  40988 UGC  7591            
N4449 122811.4 +440540  9.99 8   6.2   4.4  45  40973 UGC  7592            
N4450 122829.4 +170505 10.90 8   5.2   3.9 175  41024 UGC  7594            
N4451 122840.6 +091530 13.29 8   1.5   1.0 162  41050 UGC  7600            
N4452 122843.4 +114521 12.87 8   2.8   0.6  32  41060 UGC  7601            
N4453 122846.8 +063042 15.68 8  0.63  0.23   0  41072 MCG  1-32- 73        
N4454 122851.1 -015627 12.72 8   2.0   1.7 100  41083 UGC  7606            
N4455 122844.1 +224921 12.93 8   2.8   0.8   0  41066 UGC  7603            
N4456 122752.4 -300552 14.05 8   1.2   0.6   0  40925 ESO  441- 30         
N4457 122859.3 +033416 11.76 8   2.7   2.3   0  41101 UGC  7609            
N4458 122857.8 +131435 12.93 8   1.7   1.6   0  41095 UGC  7610             Markarian Chain   
N4459 122900.1 +135846 11.32 8   3.5   2.7 110  41104 UGC  7614            
N4460 122845.5 +445151 12.26 8   4.0   1.2   0  41069 UGC  7611            
N4461 122903.0 +131108 12.09 8   3.5   1.4   9  41111 UGC  7613             Markarian Chain    
N4462 122921.2 -230959 12.79 8   3.2   1.2 124  41150 ESO  506- 13         
N4463 123000.0 -644759  7.62 3                                             
N4464 122920.7 +080930 13.46 8   1.1   0.8   0  41148 UGC  7619            
N4465 122923.6 +080136 15.4  8                                             
N4466 122930.7 +074148 14.42 8   1.3   0.4 101  41170 UGC  7626            
N4467 122930.4 +075939 14.77 8   1.2   0.9   0  41169 MCG  1-32- 80        
N4468 122931.3 +140259 13.58 8   1.4   1.1  73  41171 UGC  7628            
N4469 122928.0 +084500 12.00 8  2.50  1.04   0  41164 UGC  7622            
N4470 122937.9 +074922 13.02 8   1.3   0.9   0  41189 UGC  7627            
N4471 122937.1 +075558 16.10 0   0.2   0.2   0                 
N4472 122946.5 +075958  9.37 8  10.2   8.3 155  41220 UGC  7629       M  49
N4473 122948.8 +132549 11.16 8   4.5   2.5 100  41228 UGC  7631             Markarian Chain 
N4474 122953.4 +140406 12.38 8   2.4   1.4  80  41241 UGC  7634            
N4475 122942.0 +271500 14.30 8   1.7   1.0   5  41225 UGC  7632            
N4476 122958.7 +122053 13.01 8   1.7   1.2  25  41255 UGC  7637            
N4477 123002.5 +133811 11.38 8   3.8   3.5  15  41260 UGC  7638             Markarian Chain   
N4478 123017.4 +121944 12.36 8   1.9   1.6 140  41297 UGC  7645            
N4479 123018.5 +133441 13.40 8   1.5   1.3   0  41302 UGC  7646            
N4480 123026.5 +041453 13.15 8   2.3   1.2 175  41317 UGC  7647            
N4481 122950.2 +640150 14.3  8                                             
N4482 123010.3 +104646 13.90 8  1.41  0.84   0  41272 UGC  7640            
N4483 123040.7 +090056 13.14 8   1.6   0.9  65  41339 UGC  7649            
N4484 122852.7 -113907 14.50 8   1.5   1.5   0  41087 MCG -2-32- 13        
N4485 123031.7 +414201 12.32 8   2.3   1.6  15  41326 UGC  7648            
N4486B123032.1 +122927 14.36 8   8.3   6.6   0  41361 UGC  7654       M  87 Virgo A
N4486 123049.7 +122324  9.59 8   0.6   0.6   0  41327 MCG  2-32-101        
N4487 123104.4 -080314 12.26 8   4.2   2.8   0  41399 MCG -1-32- 21        
N4488 123051.4 +082144 13.05 8   3.7   1.5   5  41363 UGC  7653            
N4489 123052.3 +164531 12.84 8   1.7   1.5   0  41365 UGC  7655            
N4490 123036.7 +413823 10.22 8   6.3   3.1 125  41333 UGC  7651            
N4491 123056.5 +112901 13.50 8   1.7   0.9 148  41376 UGC  7657            
N4492 123059.9 +080439 13.20 8   1.7   1.6   0  41383 UGC  7656            
N4493 123108.4 +003649 14.50 8  1.16  0.74   0  41409 MCG  0-32- 17        
N4494 123124.3 +254625 10.71 8   4.8   3.5   0  41441 UGC  7662            
N4495 123122.9 +290810 14.05 8   1.4   0.8   0  41438 UGC  7663            
N4496 123140.1 +035559  0.00 8               0  41471 UGC  7668A           
N4496B123140.8 +035535       8   1.0   1.0   0  41473                      
N4497 123132.9 +113737 13.19 8   2.0   0.9  65  41457 UGC  7665            
N4498 123139.9 +165113 12.79 8   3.0   1.6 133  41472 UGC  7669            
N4499 123205.3 -395857 14.00 8   1.8   1.3  93  41537 ESO  322- 22         
N4500 123122.3 +575752 13.10 8   1.6   1.0 130  41436 UGC  7667            
N4501 123159.6 +142517 10.36 8   6.9   3.7 140  41517 UGC  7675       M  88
N4502 123203.5 +164115 14.57 8   1.1   0.6  40  41531 UGC  7677            
N4503 123206.4 +111042 12.05 8   3.5   1.7  12  41538 UGC  7680            
N4504 123217.4 -073348 12.50 8   4.4   2.7   0  41555 MCG -1-32- 22        
N4505      		                                                  
N4506 123210.5 +132511 13.63 8   1.6   1.1   0  41546 UGC  7682            
N4507 123537.1 -395431 12.92 8   1.7   1.3   0  41960 ESO  322- 29         
N4508 123217.4 +054912  0.00 0               0                 
N4509 123306.8 +320530 14.10 8   0.9   0.6   0  41660 UGC  7704            
N4510 123147.2 +641402 13.98 8   1.5   0.9   0  41489 UGC  7679            
N4511 123208.3 +562808 14.0  8                                             
N4512 123247.6 +635621 13.00 8   2.5   0.5   0  41601 UGC  7700            
N4513 123201.5 +661957 13.80 8  1.21  0.88   0  41527 UGC  7683            
N4514 123243.0 +294244 13.99 8   1.2   1.0   0  41610 UGC  7693            
N4515 123304.5 +161555 13.30 8   1.3   1.1   0  41652 UGC  7701            
N4516 123307.8 +143433 12.76 8   1.7   1.0   0  41661 UGC  7703            
N4517A123227.9 +002323 12.94 8   4.0   2.6  30  41578 UGC  7685            
N4517 123245.6 +000644 11.10 8  10.5   1.5  83  41618 UGC  7694            
N4518 123311.8 +075105 15.0  8                                             
N4519 123330.5 +083916 12.34 8   3.2   2.5 145  41719 UGC  7709            
N4520 123349.9 -072232 14.47 8   3.5   2.2   0  41748                      
N4521 123247.6 +635621 13.00 8   2.5   0.5   0  41621 UGC  7706            
N4522 123340.0 +091030 12.99 8   3.7   1.0  33  41729 UGC  7711            
N4523 123348.4 +151006 14.42 8   2.0   1.9   0  41746 UGC  7713            
N4524 123354.4 -120139 14.27 8   1.2   0.8   0  41757 MCG -2-32- 14        
N4525 123351.2 +301639 12.88 8   2.6   1.3   0  41755 UGC  7714            
N4526 123402.9 +074201 10.66 8   7.2   2.4 113  41772 UGC  7718            
N4527 123408.8 +023913 11.38 8   6.2   2.1  67  41789 UGC  7721            
N4528 123406.4 +111921 12.97 8   1.7   1.0   5  41781 UGC  7722            
N4529 123142.4 +202853 15.6  8                                             
N4530 123347.7 +412113  0.00 0               0                 
N4531 123416.1 +130435 12.42 8   3.1   2.0 155  41806 UGC  7729            
N4532 123419.4 +062812 12.30 8   2.8   1.1 160  41811 UGC  7726            
N4533 123422.0 +021931 14.20 8  2.30  0.49   0  41816 UGC  7725            
N4534 123405.4 +353108 12.90 8   2.6   2.1   0  41779 UGC  7723            
N4535 123420.3 +081153 10.59 8   7.1   5.0   0  41812 UGC  7727            
N4536 123426.9 +021119 11.16 8   7.6   3.2 130  41823 UGC  7732            
N4537 123459.4 +505103 16.   8                                             
N4538 123440.9 +031925 14.70 8  0.81  0.49   0  41850 MCG  1-32-105        
N4539 123435.0 +181209 12.88 8   3.3   1.3  95  41839 UGC  7735            
N4540 123451.0 +153310 12.44 8   1.9   1.5  40  41876 UGC  7742            
N4541 123510.5 -001316 13.84 8   1.6   0.7   0  41911 UGC  7749            
N4542 123449.1 +504817 15.5  8                                             
N4543 123520.2 +060653 14.6  8                                             
N4544 123536.6 +030214 14.00 8   2.0   0.6 161  41958 UGC  7756            
N4545 123434.1 +633130 13.30 8  2.06  1.03   0  41838 UGC  7747            
N4546 123529.5 -034737 11.30 8   3.3   1.4  78  41939 MCG -1-32- 27        
N4547 123451.8 +585500 15.3  8                                             
N4548 123526.3 +142949 10.96 8   5.4   4.3 150  41934 UGC  7753       M  91
N4549 123454.7 +585445 16.   8                                             
N4550 123530.9 +121317 12.56 8   3.3   0.9 178  41943 UGC  7757            
N4551 123538.2 +121556 12.97 8   1.8   1.4  70  41963 UGC  7759            
N4552 123539.9 +123325 10.73 8   5.1   4.7   0  41968 UGC  7760       M  89
N4553 123608.1 -392619 13.26 8   2.1   1.0 176  42018 ESO  322- 30         
N4554 123559.5 +111555  0.00 0               0                 
N4555 123541.2 +263123 13.11 8   1.9   1.6   0  41975 UGC  7762            
N4556 123545.8 +265432 14.07 8   1.2   1.0   0  41980 UGC  7765            
N4557 123552.0 +265932 14.66 8                                             
N4558 123552.6 +265931 15.39 8   0.7   0.4   0  41995 MCG  5-30- 28        
N4559 123557.8 +275736 10.46 8  10.7   4.4 150  42002 UGC  7766            
N4560 123403.0 +074157 10.66 0   7.2   2.4   0                 
N4561 123608.6 +191926 12.90 8   1.5   1.3  30  42020 UGC  7768            
N4562 123534.8 +255100 14.00 8   2.5   0.8   0  41955 UGC  7758            
N4563 123612.8 +265628 15.7  8                                             
N4564 123627.0 +112621 12.05 8   3.5   1.5  47  42051 UGC  7773            
N4565 123620.6 +255905 10.42 8  15.8   2.1 136  42038 UGC  7772            
N4566 123600.8 +541313 13.80 8   1.3   0.9  80  42007 UGC  7769            
N4567 123632.8 +111531 12.06 8   3.0   2.0  85  42064 UGC  7777             Siamese Twins           
N4568 123634.7 +111415 11.68 8   4.6   2.0  23  42069 UGC  7776             Siamese Twins           
N4569 123650.1 +130948 10.26 8   9.5   4.4  23  42089 UGC  7786       M  90
N4570 123653.3 +071452 11.84 8   3.8   1.1 159  42096 UGC  7785            
N4571 123656.7 +141303 11.82 8   3.6   3.2  55  42100 UGC  7788            
N4572 123546.0 +741445 14.9  8                                             
N4573 123743.8 -433712 13.93 8   2.6   2.0 150  42167 ESO  268- 26         
N4574 123743.3 -353100 13.60 8   1.7   1.1 113  42166 ESO  380- 49         
N4575 123751.8 -403217 13.12 8   2.0   1.3 106  42181 ESO  322- 36         
N4576 123733.6 +042205 14.22 8   1.2   0.8 159  42152 UGC  7792            
N4577 123912.4 +060044 13.80 0   1.6   0.8   0                 
N4578 123730.7 +093319 12.38 8   3.3   2.5  35  42149 UGC  7793            
N4579 123744.2 +114911 10.48 8   5.9   4.7  95  42168 UGC  7796       M  58
N4580 123748.4 +052209 11.83 8   2.1   1.6 165  42174 UGC  7794            
N4581 123805.0 +012840 13.32 8   1.9   1.1 173  42199 UGC  7801            
N4582 123810.2 +001058 14.20 0               0                 
N4583 123804.5 +332729 14.7  8                                             
N4584 123817.7 +130637 13.77 8   1.4   1.0   5  42223 UGC  7803            
N4585 123813.3 +285613 15.00 8   0.7   0.4   0  42215 MCG  5-30- 42        
N4586 123828.1 +041908 12.64 8   4.0   1.3 115  42241 UGC  7804            
N4587 123835.4 +023927 14.49 8   1.1   0.5   0  42253 UGC  7805            
N4588 123845.3 +064604 14.98 8   1.3   0.4   0  42277 UGC  7810            
N4589 123725.6 +741141 11.69 8   3.2   2.6  90  42139 UGC  7797            
N4590 123928.0 -264434 10.26 4  12.0                                  M  68
N4591 123912.5 +060043 14.01 8   1.6   0.8  37  42319 UGC  7821            
N4592 123918.7 -003155 12.50 8  4.04  0.87   0  42336 UGC  7819            
N4593 123939.4 -052039 11.67 8   3.9   2.9   0  42375 MCG -1-32- 32        
N4594 123959.4 -113722  8.98 8   8.7   3.5  90  42407 MCG -2-32- 20   M 104 Sombrero Galaxy           
N4595 123951.6 +151755 12.91 8   1.7   1.1 110  42396 UGC  7826            
N4596 123956.1 +101033 11.35 8   4.0   3.0 135  42401 UGC  7828            
N4597 124012.9 -054757 12.58 8   4.1   1.9   0  42429 MCG -1-32- 34        
N4598 124011.9 +082301 13.73 8   1.4   1.1   0  42427 UGC  7829            
N4599 124027.1 +011149 13.30 8  1.78  0.71   0  42453 UGC  7833            
N4600 124023.0 +030704 13.73 8   1.2   0.8   0  42447 UGC  7832            
N4601 124046.7 -405335 14.54 8   1.8   0.5   0  42492 ESO  322- 50         
N4602 124036.8 -050759 12.31 8   3.4   1.2   0  42476 MCG -1-32- 36        
N4603 124055.2 -405835 12.29 8   3.4   2.5   0  42369 ESO  322- 44         
N4603B124029.6 -410410       8   1.4   0.3  37  42460 ESO  322- 48         
N4603C124043.6 -404545       8   1.8   0.4 160  42486 ESO  322- 49         
N4603 124055.7 -405833       8   3.4   2.5  27  42510 ESO  322- 52         
N4603D124208.0 -404915 14.08 8   1.5   1.1  74  42640 ESO  322- 55         
N4604 124044.9 -051809 14.40 8   1.0   0.4   0  42489 MCG -1-32- 37        
N4605 124000.3 +613633 10.89 8   5.8   2.2 125  42408 UGC  7831            
N4606 124057.8 +115441 12.67 8   3.2   1.6  33  42516 UGC  7839            
N4607 124112.2 +115309 13.75 8   2.9   0.7   2  42544 UGC  7843            
N4608 124113.6 +100923 11.97 8   3.2   2.7   0  42545 UGC  7842            
N4609 124218.0 -625800  7.32 3                                             
N4610 122937.8 +074927 13.02 0   1.3   0.9   0                 
N4611 124125.4 +134346 15.15 8   1.2   0.2   0  42564 UGC  7849            
N4612 124132.9 +071855 11.90 8   2.5   1.9 145  42574 UGC  7850            
N4613 124128.9 +260518 15.5  8                                             
N4614 124131.5 +260235 14.28 8   1.0   0.8   0  42573 UGC  7851            
N4615 124134.0 +260233  0.00 8               0  42584 UGC  7852            
N4616 124217.0 -403832 14.43 8   0.9   0.8   0  42662 ESO  322- 56         
N4617 124105.9 +502336 14.01 8   3.0   0.5   0  42530 UGC  7847            
N4618 124133.0 +410903 11.22 8   4.2   3.4  25  42575 UGC  7853            
N4619 124144.5 +350346 13.46 8   1.3   1.3   0  42594 UGC  7856            
N4620 124159.7 +125635 13.20 8   1.8   1.5   0  42619 UGC  7859            
N4621 124202.5 +113849 10.57 8   5.4   3.7 165  42628 UGC  7858       M  59
N4622 124237.6 -404439 13.26 8   1.7   1.6   0  42701 ESO  322- 57         
N4622A124350.3 -404301       8   0.6   0.5 117  42845 ESO  322- 64         
N4622B124353.3 -404325       8   1.1   0.7   0  42852 ESO  322- 64A        
N4623 124210.7 +074042 13.24 8   2.2   0.7 176  42647 UGC  7862            
N4624 124250.0 +024116 11.8  8                                             
N4625 124153.0 +411627 12.92 8   2.2   1.9   0  42607 UGC  7861            
N4626 124225.1 -070245 14.02 8   1.3   0.4   0  42680 MCG -1-32- 40        
N4627 124159.7 +323429 13.06 8   2.6   1.8  10  42620 UGC  7860            
N4628 124225.2 -065816 12.84 8   1.7   0.5   0  42681 MCG -1-32- 41        
N4629 124232.7 -012102 14.30 8  1.32  0.87   0  42692 UGC  7869            
N4630 124231.5 +035737 13.15 8   1.8   1.3  10  42688 UGC  7871            
N4631 124207.7 +323228  9.75 8  15.5   2.7  86  42637 UGC  7865            
N4632 124232.8 -000447 12.36 8   3.1   1.2   0  42689 UGC  7870            
N4633 124237.3 +142121 13.75 8   2.1   0.9  30  42699 UGC  7874            
N4634 124240.4 +141747 13.16 8   2.6   0.7 156  42707 UGC  7875            
N4635 124239.2 +195643 13.20 8   2.0   1.4   0  42704 UGC  7876            
N4636 124249.8 +024117 10.43 8   6.0   4.7 150  42734 UGC  7878            
N4637 124254.1 +112618 14.82 8   1.2   0.5   0  42744 UGC  7881            
