N 335 005919.6 -181403 15.1  8   1.1   0.3 137   3544 ESO 541-6             
N 336 005803.0 -182309 15.5  8   0.6   0.2  41   3470 ESO 541-2             
N 337 005949.9 -073441 12.3  8   3.0   1.8 141   3572 MCG -1-3-53           
N 337A010133.7 -073518 12.8  8   6.6   5.0  10   3671 MCG -1-3-65           
N 338 010036.5 +304009 13.7  8   1.8   0.6 109   3611 UGC 624               
N 339 005742.0 -742825       3   2.2   0.0   0        ESO 29-SC25           
N 340 010034.8 -065158 14.5  8   0.9   0.4  65   3610 MCG -1-3-55           
N 341 010045.8 -091110 13.8  8   1.2   1.1  55   3620 NGC 341A              
N 341A010045.8 -091110 13.8  8   1.2   1.1  55   3620 NGC 341               
N 341B010047.6 -091114 16.6  8   0.3   0.2   0   3627 MCG -2-3-64           
N 342 010049.8 -064620 15.4  8   0.8   0.4 107   3631 MCG -1-3-58           
N 343 005823.9 -231328 16.3  8   0.7   0.3  10 133741 AM 0055-232           
N 344 005825.4 -231344 16.9  8   0.4   0.2  45 198261 AM 0055-232           
N 345 010122.0 -065303 14.8  8   1.2   0.8 138   3665 MCG -1-3-64           
N 346 005905.0 -721038       3   5.2   0.0   0        ESO 51-SC10           
N 347 010135.1 -064401 15.6  8   0.6   0.4 118   3673 MCG -1-3-63           
N 348 010051.8 -531442 14.6  8   0.8   0.7  94   3632 ESO 151-17            
N 349 010150.7 -064759 14.1  8   1.3   1.2  49   3687 MCG -1-3-68           
N 350 010156.6 -064743 15.9  8   0.7   0.5  82   3690 MCG -1-3-69           
N 351 010157.8 -015611 14.1  8   1.5   0.8 142   3693 UGC 639               
N 352 010209.1 -041443 13.5  8   2.4   0.8 165   3701 MCG -1-3-71           
N 353 010224.6 -015725 14.6  8   1.3   0.4  26   3714 UGC 641               
N 354 010316.3 +222034 14.3  8   0.8   0.4  29   3763 UGC 645               
N 355 010306.9 -061925 16.3  8   1.0   0.4  62   3753 MCG -1-3-77           
N 356 010307.0 -065917 13.9  8   1.8   1.2  53   3754 MCG -1-3-78           
N 357 010321.8 -062021 13.1  8   2.5   1.7  33   3768 MCG -1-3-81           
N 358 010510.8 +620116       3   2.5   0.0   0                              
N 359 010416.9 -004552 14.4  8   1.5   1.1 135   3817 UGC 662               
N 360 010251.5 -653632 13.4  8   3.6   0.5 144   3743 ESO 79-14             
N 361 010211.1 -713624       5   1.6   0.0   0        ESO 51-SC12           
N 362 010314.3 -705052       4  14.0   0.0   0        GCL 3                 
N 363 010615.7 -163232 15.7  8   0.6   0.5  49   3911 MCG -3-3-23           
N 364 010440.8 -004810 14.3  8   1.4   1.2  30   3833 UGC 666               
N 365 010418.6 -350720 14.3  8   1.0   0.6   5   3822 ESO 352-1             
N 366 010625.9 +621344       3   4.0   0.0   0        OCL 316               
N 367 010548.9 -120742 15.7  8   0.9   0.5  15   3894                       
N 368 010421.9 -431634 14.7  8   0.7   0.6 169   3826 ESO 243-23            
N 369 010508.8 -174533 14.6  8   1.0   0.8  52   3856 ESO 541-17            
N 370 010644.6 +322545       1   0.0   0.0   0                              
N 371 010329.5 -720325       5   7.5   0.0   0        ESO 51-SC14           
N 372 010644.6 +322545       1   0.0   0.0   0                              
N 373 010658.3 +321832 15.9  8   0.4   0.4   0   3946                       
N 374 010705.8 +324741 14.4  8   1.1   0.5 175   3952 UGC 680               
N 375 010705.8 +322055 15.5  8   0.5   0.5   0   3953 ARP 331               
N 376 010353.4 -724926       3   1.0   0.0   0        ESO 29-SC29           
N 377 010635.1 -201953 15.7  8   0.8   0.2  30   3931 ESO 541-19            
N 378 010612.0 -301041 13.8  8   1.5   1.1 105   3907 ESO 412-5             
N 379 010715.7 +323113 13.9  8   1.4   0.7   0   3966 UGC 683               
N 380 010717.6 +322858 13.6  8   1.3   1.3   0   3969 UGC 682               
N 381 010824.0 +613454       3   7.0   0.0   0        OCL 317               
N 382 010723.9 +322412 14.2  8   0.7   0.7   0   3981 UGC 688               
N 383 010724.9 +322444 13.2  8   2.0   1.7  30   3982 UGC 689               
N 384 010725.0 +321734 14.0  8   1.1   0.8 135   3983 UGC 686               
N 385 010727.2 +321910 14.0  8   1.1   1.0 147   3984 UGC 687               
N 386 010731.2 +322145 15.5  8   0.4   0.3   9   3989 MCG 5-3-57            
N 387 010733.0 +322327 16.5  8   0.4   0.4   0   3987                       
N 388 010747.1 +321838 15.6  8   0.6   0.3 165   4005 MCG 5-3-59            
N 389 010829.8 +394142 14.9  8   1.3   0.4  54   4054 UGC 703               
N 390 010753.7 +322601       1   0.0   0.0   0                              
N 391 010722.5 +005533 14.5  8   0.9   0.7  45   3976 UGC 693               
N 392 010823.3 +330800 13.7  8   1.2   0.9  50   4042 UGC 700               
N 393 010836.9 +393838 13.4  8   1.7   1.4  29   4061 UGC 707               
N 394 010826.1 +330852 15.0  8   0.6   0.3 129   4049 MCG 5-3-63            
N 395 010507.3 -715939       5  17.0   0.0   0        ESO 51-SC16           
N 396 010808.5 +043151 16.5  8   0.4   0.3  70  99944                       
N 397 010831.0 +330635 15.8  8   0.7   0.5  54   4051 MCG 5-3-64            
N 398 010853.6 +323054 15.5  8   0.8   0.5 144   4090 MCG 5-3-65            
N 399 010859.1 +323801 14.5  8   0.9   0.7  40   4096 UGC 712               
N 400 010902.5 +324359       1   0.0   0.0   0                              
N 401 010907.7 +324536       1   0.0   0.0   0                              
N 402 010913.4 +324821       1   0.0   0.0   0                              
N 403 010914.2 +324506 13.4  8   1.8   0.6  86   4111 UGC 715               
N 404 010926.9 +354306 11.0  8   3.5   3.5   0   4126 UGC 718               Mirach's Ghost (Galaxy not found :)           
N 405 010833.6 -464006  6.9  1   0.0   0.0   0        ESO 243-*39           
N 406 010724.4 -695234 13.0  8   2.6   1.0 160   3980 ESO 51-18             
N 407 011036.5 +330731 14.4  8   1.8   0.4   0   4190 UGC 730               
N 408 011051.0 +330908       1   0.0   0.0   0                              
N 409 010933.2 -354820 14.0  8   1.3   1.1 174   4132 ESO 352-12            
N 410 011058.8 +330909 12.5  8   2.4   1.3  30   4224 UGC 735               
N 411 010755.7 -714607       3   1.3   0.0   0        ESO 51-SC19           
N 412 011020.2 -200055       0   0.0   0.0   0                              
N 413 011231.3 -024736 14.9  8   1.2   0.7 151   4347 MCG -1-4-13           
N 414 011117.6 +330649 14.5  8   0.7   0.4  35   4254 UGC 744               
N 415 011005.5 -352925 14.3  8   1.5   0.8  55   4161 ESO 352-14            
N 416 010758.5 -722125       3   1.2   0.0   0        ESO 29-SC32           
N 417 011105.5 -180855 15.3  8   0.6   0.5  55   4237 ESO 541-24            
N 418 011035.6 -301316 13.1  8   2.0   1.7  12   4189 ESO 412-9             
N 419 010817.2 -725300       3   2.4   0.0   0        ESO 29-SC33           
N 420 011209.6 +320723 13.2  8   2.0   1.8 174   4320 UGC 752               
N 421 011214.4 +320725       0   0.0   0.0   0                              
N 422 010921.5 -724600       3   0.0   0.0   0        ESO 51-SC22           
N 423 011122.1 -291404 14.4  8   1.0   0.4 114   4266 ESO 412-11            
N 424 011127.6 -380501 13.8  8   2.3   0.8  60   4274 ESO 296-4             
N 425 011302.7 +384609 13.6  8   1.0   0.8  54   4379 UGC 758               
N 426 011248.5 -001723 13.8  8   1.4   1.0 140   4363 UGC 760               
N 427 011219.2 -320340 15.1  8   1.0   0.6   0   4333 ESO 412-14            
N 428 011255.6 +005853 11.9  8   4.0   2.9 120   4367 UGC 763               
N 429 011257.4 -002042 14.4  8   1.4   0.3  19   4368 UGC 762               
N 430 011259.9 -001509 13.5  8   1.3   1.1 155   4376 UGC 765               
N 431 011404.6 +334219 13.9  8   1.4   0.9  20   4437 UGC 776               
N 432 011146.3 -613139 14.0  8   1.3   1.2 117   4290 ESO 113-22            
N 433 011509.2 +600733       3   4.0   0.0   0        OCL 319               
N 434 011214.3 -581450 12.8  8   2.2   1.2   6   4325 ESO 113-23            
N 434A011230.2 -581228 15.8  8   1.2   0.3  51   4344 ESO 113-24            
N 435 011359.8 +020416 14.9  8   1.1   0.4  12   4434 UGC 779               
N 436 011557.7 +584902       3   5.0   0.0   0        OCL 320               
N 437 011422.3 +055535 13.9  8   1.3   1.0 130   4464 UGC 788               
N 438 011334.3 -375405 13.6  8   1.4   1.1  36   4406 ESO 296-7             
N 439 011347.2 -314450 12.5  8   2.5   1.5 156   4423 ESO 412-18            
N 440 011248.4 -581658 13.7  8   1.2   0.7  45   4361 ESO 113-25            
N 441 011351.1 -314720 13.8  8   1.4   1.1 135   4429 ESO 412-19            
N 442 011438.6 -010114 14.5  8   1.0   0.5 157   4484 UGC 789               
N 443 011507.5 +332240 14.5  8   0.8   0.7  57   4512 IC 1653               
N 444 011549.6 +310450 14.9  8   1.9   0.4 157   4561 IC 1658               
N 445 011452.6 +015503 15.3  8   0.5   0.4 153   4493 ZWG 385.47            
N 446 011603.7 +041740 13.8  8   2.0   1.6  54   4578 IC 89                 
N 447 011537.9 +330359 14.5  8   2.2   2.2   0   4550 IC 1656               
N 448 011516.5 -013731 13.2  8   1.6   0.8 116   4524 UGC 801               
N 449 011607.5 +330520 15.0  8   0.8   0.5  71   4587 MCG 5-4-9             
N 450 011530.4 -005141 12.3  8   3.0   2.4  72   4540 UGC 806               
N 451 011612.4 +330349 14.9  8   0.7   0.5  35   4594 IC 1661               
N 452 011615.0 +310200 14.3  8   2.5   0.8  43   4596 UGC 820               
N 453 011617.3 +330053       1   0.0   0.0   0                              
N 454 011421.6 -552402 13.1  8   1.7   1.5  15   4461 ESO 151-36            
N 454 011424.8 -552350 14.5  8   1.0   0.5  90   4468 ESO 151-36            
N 455 011557.6 +051042 13.6  8   2.0   1.2 153   4572 UGC 815               
N 456 011348.3 -731713       5  15.0  15.0   0        ESO 29-SC38           
N 457 011932.6 +581727       3  20.0   0.0   0        OCL 321               
N 458 011451.6 -713304       3   1.5   0.0   0        ESO 51-SC26           
N 459 011808.2 +173345 15.5  8   0.7   0.6  33   4665 UGC 832               
N 460 011437.6 -731718       5   1.0   0.0   0        ESO 29-SC39           
N 461 011720.3 -335028 14.1  8   1.2   0.9  23   4636 ESO 352-33            
N 462 011810.9 +041335 15.7  8   0.4   0.4   0   4667 NPM1G +03.0047        
N 463 011858.2 +161931 15.1  8   1.0   0.4   4   4719 UGC 840               
N 464 011926.6 +345721       1   0.0   0.0   0                              
N 465 011542.7 -731927       3   2.0   0.0   0        ESO 29-SC40           
N 466 011713.5 -585435 13.6  8   1.7   1.5 103   4632 ESO 113-34            
N 467 011910.1 +031805 13.1  8   1.7   1.7   0   4736 UGC 848               
N 468 011948.4 +324602 15.3  8   0.7   0.4 171   4780 IC 92                 
N 469 011933.0 +145219 15.1  8   0.7   0.4 165   4753 MCG 2-4-23            
N 470 011944.8 +032433 12.5  8   2.9   1.7 155   4777 UGC 858               
N 471 011959.6 +144709 14.2  8   1.0   0.7  85   4793 UGC 861               
N 472 012028.9 +324230 14.0  8   1.3   1.1 120   4833 UGC 870               
N 473 011954.9 +163242 13.3  8   1.9   1.2 153   4785 UGC 859               
N 474 012006.7 +032458 12.3  8   7.1   6.3  75   4801 UGC 864               
N 475 012001.9 +145142 16.0  8   0.4   0.4   0   4796 IC 97                 
N 476 012019.8 +160114 15.4  8   0.5   0.4 102   4814 MCG 3-4-23            
N 477 012120.3 +402919 13.8  8   1.5   0.9 150   4915 UGC 886               
N 478 012008.9 -222241 14.6  8   0.9   0.7  83   4803 ESO 476-3             
N 479 012115.7 +035146 14.8  8   1.1   0.9 156   4905 UGC 893               
N 480 012034.3 -095249 16.1  8   0.5   0.2  65   4845                       
N 481 012112.6 -091240 14.5  8   1.3   0.9  85   4899 MCG -2-4-30           
N 482 012020.4 -405758 14.5  8   2.2   0.5  84   4823 ESO 296-13            
N 483 012156.3 +333114 14.0  8   0.7   0.7   0   4961 UGC 906               
N 484 011934.8 -583128 12.2  8   1.9   1.4  94   4764 ESO 113-36            
N 485 012127.5 +070105 14.1  8   1.8   0.6   3   4921 UGC 895               
N 486 012143.5 +052051       1   0.0   0.0   0                              
N 487 012155.0 -162212 14.3  8   1.1   0.7 112   4958 MCG -3-4-56           
N 488 012146.6 +051521 11.2  8   5.4   3.9  15   4946 UGC 907               
N 489 012153.8 +091223 13.5  8   1.7   0.4 120   4957 UGC 908               
N 490 012202.8 +052204 15.2  8   0.7   0.6   9   4973 MCG 1-4-35            
N 491 012120.2 -340349 13.2  8   1.4   1.0  93   4914 ESO 352-53            
N 491A012005.0 -335402 14.3  8   1.9   0.8 102   4799 ESO 352-46            
N 492 012213.5 +052501 16.4  8   0.7   0.6 120   4976 MCG 1-4-38            
N 493 012209.2 +005647 12.9  8   3.4   1.1  58   4979 UGC 914               
N 494 012255.4 +331022 13.8  8   2.0   0.8 100   5035 UGC 919               
N 495 012256.0 +332815 13.9  8   1.2   0.8 170   5037 UGC 920               
N 496 012311.6 +333141 14.2  8   1.6   0.9  28   5061 UGC 927               
N 497 012223.9 -005229 13.8  8   2.1   0.9 132   4992 UGC 915               
N 498 012311.2 +332924 15.3  8   0.5   0.5   0   5059 MCG 5-4-37            
N 499 012311.5 +332735 13.2  8   1.7   1.3  84   5060 IC 1686               
N 500 012239.3 +052316 15.2  8   0.8   0.6 102   5013 MCG 1-4-40            
N 501 012322.4 +332601 15.5  8   0.5   0.5   0   5082 ZWG 502.62            
N 502 012255.6 +090258 13.7  8   1.1   1.0  66   5034 UGC 922               
N 503 012328.4 +331956 15.1  8   0.9   0.7  27   5086 MCG 5-4-40            
N 504 012328.1 +331214 14.0  8   1.7   0.4  47   5084 UGC 935               
N 505 012257.1 +092808 15.0  8   0.9   0.6  57   5036 UGC 924               
N 506 012335.5 +331438       1   0.0   0.0   0                              
N 507 012340.0 +331524 12.3  8   2.5   2.5   0   5098 UGC 938               
N 508 012340.7 +331649 14.1  8   1.1   1.1   0   5099 UGC 939               
N 509 012324.1 +092600 14.6  8   1.6   0.6  85   5080 UGC 932               
N 510 012355.5 +332951       1   0.0   0.0   0                              
N 511 012330.7 +111727 14.9  8   1.1   1.1   0   5103 UGC 936               
N 512 012359.8 +335426 14.1  8   1.6   0.4 116   5132 UGC 944               
N 513 012426.9 +334756 13.6  8   0.9   0.6  75   5174 UGC 953               
N 514 012403.9 +125502 12.3  8   3.7   3.0 110   5139 UGC 947               
N 515 012438.7 +332820 14.1  8   1.4   1.1 126   5201 UGC 956               
N 516 012408.0 +093307 14.2  8   1.4   0.5  44   5148 UGC 946               
N 517 012443.8 +332544 13.5  8   1.4   0.5  20   5214 UGC 960               
N 518 012417.7 +091951 14.3  8   1.6   0.6  98   5161 UGC 952               
N 519 012428.7 -013829 15.4  8   0.5   0.3 140   5182 ZWG 385.103           
N 520 012434.7 +034739 12.2  8   3.4   1.7 130   5193 UGC 966               
N 521 012433.6 +014353 12.5  8   2.7   2.4  38   5190 UGC 962               
N 522 012445.9 +095942 14.0  8   2.8   0.5  33   5218 UGC 970               
N 523 012520.7 +340131 13.5  8   2.5   0.7 108   5268 NGC 537               
N 524 012447.8 +093219 11.3  8   2.8   2.8   0   5222 UGC 968               
N 525 012452.8 +094214 14.3  8   1.5   0.7   8   5232 UGC 972               
N 526A012354.3 -350356 14.4  8   1.2   0.6  72   5120 ESO 352-66            
N 526B012356.9 -350409 14.0  8   0.8   0.4 162   5135 ESO 352-66            
N 527 012358.0 -350655 14.1  8   1.6   0.3  14   5128 ESO 352-68            
N 527 012359.1 -350741 15.1  8   0.6   0.1  45   5142 MCG -6-4-22           
N 528 012533.6 +334014 13.6  8   1.2   0.8  55   5290 UGC 988               
N 529 012540.2 +344247 13.2  8   2.4   2.1 160   5299 UGC 995               
N 530 012441.7 -013513 14.0  8   1.5   0.4 134   5210 IC 106                
N 531 012618.8 +344515 14.9  8   1.8   0.5  34   5340 UGC 1012              
N 532 012517.1 +091551 13.9  8   3.1   1.0  28   5264 UGC 982               
N 533 012531.4 +014533 12.4  8   3.8   2.3  50   5283 UGC 992               
N 534 012444.5 -380744 14.4  8   1.0   0.9 142   5215 ESO 296-21            
N 535 012531.0 -012432 14.9  8   1.0   0.3  58   5282 UGC 997               
N 536 012621.6 +344212 13.2  8   3.3   1.2  68   5344 UGC 1013              
N 537 012520.7 +340131 13.5  8   2.5   0.7 108   5268 NGC 523               
N 538 012526.1 -013303 14.6  8   1.3   0.6  40   5275 UGC 991               
N 539 012521.7 -180952 14.2  8   1.6   1.3 145   5269 NGC 563               
N 540 012708.8 -200212 15.8  8   0.9   0.4 178   5410 ESO 542-12            
N 541 012544.3 -012246 13.2  8   1.8   1.7  54   5305 UGC 1004              
N 542 012630.9 +344034 15.6  8   1.0   0.2 146   5360 MCG 6-4-22            
N 543 012550.0 -011733 14.3  8   0.6   0.3  90   5311 MCG 0-4-138           
N 544 012511.8 -380540 14.4  8   1.5   1.1   2   5253 ESO 296-24            
N 545 012559.0 -012026 13.3  8   2.6   1.6  55   5323 UGC 1007              
N 546 012512.6 -380409 14.5  8   1.4   0.5  35   5255 ESO 296-25            
N 547 012600.7 -012042 13.3  8   1.9   1.8  85   5324 UGC 1009              
N 548 012602.5 -011331 14.7  8   0.8   0.5 135   5326 UGC 1010              
N 549 012507.0 -380026 15.5  8   0.5   0.4   0   5243 ESO 296-22            
N 550 012642.4 +020120 13.6  8   1.4   0.6 120   5374 UGC 1021              
N 551 012740.6 +371059 13.5  8   1.8   0.8 140   5450 UGC 1034              
N 552 012610.0 +332423       1   0.0   0.0   0                              
N 553 012612.5 +332417 15.1  8   0.6   0.3  15   5333 ZWG 502.84            
N 554A012709.6 -224332 14.8  8   0.9   0.5 177   5412 ESO 476-11            
N 554B012709.5 -224325 14.8  8   0.3   0.3   0   5413 ESO 476-11A           
N 555 012711.7 -224542 15.3  8   0.7   0.6  13   5419 ESO 476-12            
N 556 012712.5 -224150 15.9  8   0.4   0.3 136   5420 ESO 476-13            
N 557 012625.1 -013818 14.6  8   1.8   0.6 123   5351 IC 1703               
N 558 012716.1 -015814 15.0  8   0.4   0.2 110   5425 ZWG 385.143           
N 559 012931.1 +631841       3   7.0   0.0   0        OCL 322               
N 560 012725.3 -015445 13.9  8   1.9   0.6 178   5430 UGC 1036              
N 561 012818.7 +341830 13.9  8   1.6   1.5  45   5489 UGC 1048              
N 562 012829.3 +482313 14.3  8   1.3   1.1  20   5502 UGC 1049              
N 563 012521.7 -180952 14.2  8   1.6   1.3 145   5269 NGC 539               
N 564 012748.2 -015243 13.5  8   1.3   1.1 145   5455 UGC 1044              
N 565 012810.0 -011821 14.5  8   1.3   0.4  36   5481 UGC 1052              
N 566 012902.9 +321956 14.5  8   1.6   0.4 178   5545 UGC 1058              
N 567 012702.3 -101553 15.2  8   1.0   0.6 134   5402 MCG -2-4-53           
N 568 012756.9 -354303 13.6  8   2.2   1.3 140   5468 IC 1709               
N 569 012907.1 +110754 14.7  8   1.0   0.5 163   5548 UGC 1063              
N 570 012858.5 -005655 13.7  8   1.6   1.3 175   5539 UGC 1061              
N 571 012956.1 +323003 14.7  8   1.3   1.3   0   5587 UGC 1069              
N 572 012836.4 -391826 15.2  8   0.8   0.7 124   5508 ESO 296-31            
N 573 013049.3 +411526 13.7  8   0.4   0.4   0   5638 UGC 1078              
N 574 012903.1 -353555 14.2  8   1.1   0.7   2   5544 ESO 353-6             
N 575 013046.4 +212625 13.6  8   1.7   1.6  66   5634 IC 1710               
N 576 012857.4 -513553 14.4  8   1.0   0.8  18   5535 ESO 196-7             
N 577 013040.6 -015939 13.9  8   1.9   1.5 140   5628 NGC 580               
N 578 013028.9 -224000 11.5  8   4.8   3.0 110   5619 ESO 476-15            
N 579 013146.7 +333652 13.9  8   1.5   1.3 150   5691 UGC 1089              
N 580 013040.6 -015939 13.9  8   1.9   1.5 140   5628 NGC 577               
N 581 013321.7 +603929       3   6.0   0.0   0                        M 103 
N 582 013158.2 +332832 14.1  8   2.2   0.6  58   5702 UGC 1094              
N 583 012944.1 -182022 15.2  8   0.7   0.6  40   5576 ESO 542-20            
N 584 013120.5 -065202 11.5  8   4.1   2.0  72   5663 IC 1712               
N 585 013142.2 -005558 14.1  8   2.2   0.5  86   5688 UGC 1092              
N 586 013136.8 -065335 14.1  8   1.7   0.9   0   5679 MCG -1-5-1            
N 587 013233.3 +352130 13.6  8   2.2   0.8  67   5746 UGC 1100              
N 588 013245.7 +303856       8   0.7   0.0   0                              
N 589 013239.9 -120232 15.0  8   1.1   0.9  90   5758 MCG -2-5-4            
N 590 013340.7 +445545 13.9  8   2.6   1.3 150   5808 UGC 1109              
N 591 013331.1 +354006 13.9  8   1.3   1.0   5   5800 UGC 1111              
N 592 013312.0 +303847       8   0.7   0.0   0                              
N 593 013220.6 -122116 15.6  8   1.2   0.2  12   5733 MCG -2-5-3            
N 594 013257.0 -163207 14.3  8   1.4   0.6  32   5769 MCG -3-5-5            
N 595 013334.0 +304132       8   0.5   0.0   0                              
N 596 013252.0 -070155 11.9  8   3.2   2.0  40   5766 MCG -1-5-5            
N 597 013214.9 -332949 14.0  8   1.4   1.3  23   5721 ESO 353-11            
N 598 013351.9 +303929  6.2  8  68.7  41.6  23   5818                 M  33 Triangulum Galaxy           
N 599 013253.7 -121127 14.5  8   1.4   1.3 135   5778 MCG -2-5-5            
N 600 013305.4 -071844 13.1  8   2.8   2.1  18   5777 MCG -1-5-7            
N 601 013306.5 -121230 16.1  8   0.4   0.4   0  73980 MK 1000               
N 602 012926.4 -733326       5  34.0   0.0   0        ESO 29-SC43           
N 603 013444.2 +301357       1   0.0   0.0   0                              
N 604 013432.6 +304704       8   1.9   0.0   0                              
N 605 013502.3 +411452 14.0  8   2.2   1.1 145   5891 UGC 1128              
N 606 013450.3 +212505 14.2  8   1.4   1.2 114   5874 UGC 1126              
N 607 013416.4 -072441       1   0.0   0.0   0                              
N 608 013528.1 +333923 14.2  8   1.9   1.5  32   5913 NGC 618               
N 609 013623.7 +643212       3   3.0   0.0   0        OCL 325               
N 610 013333.0 -200838       0   0.0   0.0   0                              
N 611 013333.0 -200738       0   0.0   0.0   0                              
N 612 013357.7 -362935 13.9  8   1.5   0.9 172   5827 ESO 353-15            
N 613 013418.4 -292507 10.7  8   5.5   4.2 120   5849 ESO 413-11            
N 614 013552.2 +334055 13.7  8   1.4   1.4   0   5933 NGC 627               
N 615 013505.7 -072025 12.5  8   2.7   0.9 155   5897 MCG -1-5-8            
N 616 013604.2 +334615       1   0.0   0.0   0                              
N 617 013402.5 -094625 15.3  8   0.5   0.5   0   5831 MCG -2-5-7            
N 618 013528.1 +333923 14.2  8   1.9   1.5  32   5913 NGC 608               
N 619 013451.7 -362922 14.3  8   1.5   1.0 130   5878 ESO 353-21            
N 620 013659.6 +421922 13.9  8   1.0   0.9   3   5990 UGC 1150              
N 621 013648.9 +353045 13.8  8   1.2   1.0  24   5984 UGC 1147              
N 622 013600.1 +003949 13.8  8   1.6   1.0  45   5939 UGC 1143              
N 623 013506.5 -362924 13.6  8   2.0   1.5  94   5898 ESO 353-23            
N 624 013551.2 -100011 14.1  8   1.5   1.0 100   5932 MCG -2-5-10           
N 625 013504.4 -412615 11.7  8   5.8   1.9  92   5896 ESO 297-5             
N 626 013511.9 -390846 13.4  8   2.2   1.7   4   5901 ESO 297-6             
N 627 013552.2 +334055 13.7  8   1.4   1.4   0   5933 NGC 614               
N 628 013641.7 +154700  9.8  8  10.5   9.5  25   5974                 M  74 
N 629 013858.5 +725203       3   4.0   0.0   0                              
N 630 013536.6 -392128 12.9  8   1.6   1.4  60   5924 ESO 297-9             
N 631 013647.0 +055009 15.0  8   1.0   0.8 123   5983 UGC 1153              
N 632 013717.5 +055238 13.4  8   1.0   0.8 170   6007 UGC 1157              
N 633 013623.3 -371915 13.5  8   1.4   1.2 148   5960 ESO 297-11            
N 634 013818.6 +352153 13.9  8   2.1   0.6 167   6059 UGC 1164              
N 635 013817.9 -225544 15.3  8   0.5   0.5   0   6062 MCG -4-5-2            
N 636 013906.5 -073044 12.5  8   2.8   2.0  40   6110 MCG -1-5-13           
N 637 014303.0 +640212       3   3.0   0.0   0        OCL 329               
N 638 013937.8 +071414 14.5  8   0.8   0.5  20   6145 UGC 1170              
N 639 013859.1 -295530 14.7  8   1.0   0.2  31   6105 ESO 413-13            
N 640 013924.9 -092404 15.9  8   0.7   0.5 145   6130 MCG -2-5-31           
N 641 013839.0 -423139 13.1  8   1.4   1.3   4   6081 ESO 244-42            
N 642 013906.2 -295455 13.0  8   2.0   1.1  31   6112 ESO 413-14            
N 643 013500.7 -753324       3   1.5   0.0   0        ESO 29-SC50           
N 643A013037.4 -760318 12.0  3   2.0   2.0   0        ESO 29-SC44           
N 643B013913.4 -750041 14.5  8   1.5   0.3 113   6117 ESO 29-53             
N 643C014148.9 -751603 15.7  8   1.3   0.2 150   6256 ESO 30-1              
N 644 013852.8 -423508 14.8  8   1.3   0.6 155   6097 ESO 244-43            
N 645 014008.8 +054334 13.5  8   2.6   1.2 125   6172 UGC 1177              
N 646 013721.1 -645343 14.2  8   2.0   1.5  78   6010 ESO 80-2              
N 646 013730.0 -645345 16.0  8   0.4   0.4   0   6014 ESO 80-2              
N 647 013956.1 -091431 14.5  8   1.5   1.1   3   6155 MCG -2-5-33           
N 648 013839.8 -174952 15.4  8   0.7   0.4 114   6083 IC 146                
N 649 014007.5 -091618 15.2  8   0.9   0.3  20   6169 MCG -2-5-34           
N 650 014218.1 +513417 12.2  6   3.1   0.0   0                        M  76 Little Dumbell Nebula         
N 651 014222.0 +513450 12.2  6   1.1   0.0   0                        M  76 
N 652 014043.2 +075900 14.7  8   1.0   0.6  55   6208 UGC 1184              
N 653 014225.6 +353819 14.3  8   1.5   0.2  39   6290 UGC 1193              
N 654 014359.4 +615258       3   6.0   0.0   0        OCL 330               
N 655 014155.1 -130457 15.0  8   1.4   0.9  78   6262 MCG -2-5-37           
N 656 014227.3 +260836 13.4  8   1.5   1.3  35   6293 UGC 1194              
N 657 014347.0 +555212       3   7.0   0.0   0        OCL 337               
N 658 014209.8 +123605 13.1  8   3.0   1.6  23   6275 UGC 1192              
N 659 014422.9 +604009       3   6.0   0.0   0        OCL 332               
N 660 014301.8 +133837 11.7  8   8.3   3.2 170   6318 UGC 1201              
N 661 014414.6 +284224 13.2  8   1.6   1.3  60   6376 UGC 1215              
N 662 014435.5 +374147 14.4  8   0.8   0.5  20   6393 UGC 1220              
N 663 014616.0 +611300       3  15.0   0.0   0        OCL 333               
N 664 014345.9 +041321 13.7  8   1.1   0.9  65   6359 UGC 1210              
N 665 014456.0 +102523 13.2  8   2.4   1.6 125   6415 UGC 1223              
N 666 014606.0 +342229 14.2  8   0.7   0.5  80   6483 UGC 1236              
N 667 014456.6 -225509 15.2  8   0.6   0.5  86   6418 ESO 477-2             
N 668 014622.6 +362736 13.7  8   1.8   1.2  30   6502 UGC 1238              
N 669 014716.0 +353347 13.3  8   3.1   0.6  36   6560 UGC 1248              
N 670 014724.9 +275310 13.6  8   2.1   0.9 172   6570 UGC 1250              
N 671 014659.1 +130731 14.2  8   1.5   0.5  55   6546 UGC 1247              
N 672 014754.0 +272558 11.4  8   6.0   2.4  65   6595 UGC 1256              
N 673 014822.4 +113117 13.2  8   2.1   1.7   0   6624 UGC 1259              
N 674 015117.5 +222127 12.8  8   4.0   1.3 105   6848 NGC 697               
N 675 014908.5 +130335 15.3  8   1.0   0.4  99   6665 UGC 1273              
N 676 014857.2 +055422 12.8  8   4.0   1.0 172   6656 UGC 1270              
N 677 014914.0 +130321 13.2  8   2.0   2.0   0   6673 UGC 1275              
N 678 014924.8 +215949 13.3  8   4.5   0.8  78   6690 UGC 1280              
N 679 014943.7 +354710 13.3  8   1.9   1.9   0   6711 UGC 1283              
N 680 014947.3 +215816 12.9  8   1.8   1.6 156   6719 UGC 1286              
